V 0 :0.997550141414603 -0.0256558632785086 -0.0650841230526362 -0.064318001815245 0.0296348157666499 -0.997489400238025 0.0275202035842425 0.999231692855599 0.0279119837114456 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998381401460359 0.00426332165029703 0.0567167370259577 -0.00400116664516162 -0.999980902192467 0.00473492889225927 0.0567358322441578 0.00450033042579889 0.998379111289978 ,0.123697291390848 -0.0322732837191841 0.297656389403048 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-0.0853228952055448 -0.364064104331154 0.00989361408597888 ,19.3054904937744
E 607 606 :0.998866368236742 -0.00308544272023865 -0.0475021941468145 0.00372775263168663 0.999902743244498 0.0134390443278125 0.0474561088360443 -0.0136008858295363 0.998780723501807 ,-0.010779831128696 -0.0956822520776481 -0.267410230300955 
E 607 605 :0.994785475093974 0.00730799553237626 -0.101727340196014 -0.00680698359933205 0.999962938449571 0.00527130928499292 0.10176209272777 -0.00455136557512102 0.994798352207655 ,-0.0186669166892894 -0.110526075541554 -0.461789265853165 
E 607 604 :0.987652377298892 -0.00930918940883558 -0.156384528033939 0.0102617009018158 0.999933383220636 0.00528456389247515 0.15632491519412 -0.00682408334374688 0.987682111195737 ,-0.0083881264848884 -0.119098998840766 -0.661825012007997 
E 607 603 :0.994351110388558 -0.0480094098593945 -0.0946623781340559 0.051900295589962 0.997887439040431 0.0390770818128082 0.0925863304528097 -0.0437693450977166 0.994742185615449 ,0.0395896584615389 -0.214333148526713 -0.978509214316384 
E 607 602 :0.99786206833595 -0.0214101481564345 -0.0617486690724509 0.0227124803452058 0.999532522183242 0.020466566262441 0.0612816107235129 -0.0218252755750248 0.99788186752401 ,0.0637693333103044 -0.221924489968039 -1.16581851168588 
E 607 601 :0.999934476086625 0.00106470176413857 -0.0113978043289447 -0.000340563001576165 0.997991471016072 0.0633475160998277 0.0114423577207422 -0.0633394836522166 0.997926441307405 ,0.0784656920568754 -0.265635499241055 -1.4352972561437 
E 607 600 :0.999938709196085 -0.00895715854124248 -0.00650746971827517 0.00928320420173968 0.998607442186916 0.0519326345244964 0.00603323884957526 -0.0519898617018084 0.998629387865794 ,0.0841428644960907 -0.348616263782252 -1.68952288437124 
E 607 599 :0.996797307588762 -0.0224098815719325 -0.0767653879800402 0.0249960794657717 0.999146158608997 0.0328960445680757 0.0759626460514309 -0.0347095223939477 0.996506359969694 ,0.116324923520166 -0.388117120687252 -2.07844481758178 
E 607 598 :0.99995407142808 0.00676912574319042 -0.00678483390216046 -0.00681487613540472 0.999954045308132 -0.0067427542712239 0.00673887955569176 0.00678868238879193 0.999954249600329 ,0.186721712300335 -0.476228634149401 -2.46160394733451 
E 622 621 :0.947513798510991 0.0688457437588075 0.312214453857552 -0.0655991078803042 0.997627088748818 -0.0209033212639944 -0.312912701366661 -0.00067480430804891 0.949781651729788 ,0.019653798011662 -0.0988512006260667 -0.465953776410675 
E 622 620 :0.907430713725797 0.104290458659188 0.407054050489302 -0.0988468190280285 0.994506341966704 -0.0344447696471674 -0.408410095559759 -0.00897975615829222 0.912754379789112 ,-0.0895266547856366 -0.132087026011195 -0.843645861766788 
E 622 619 :0.782804380670635 0.0988498381644453 0.614366349255659 -0.102915644212948 0.994271790470999 -0.028844008907007 -0.613698355692027 -0.0406486920878951 0.788493507932973 ,-0.218390207181058 -0.204750729195763 -1.15964083005377 
E 621 620 :0.994084091859934 0.0363877995754056 0.102336437074338 -0.0358639250110409 0.999332480449959 -0.0069550269974282 -0.102521203630333 0.00324369539146857 0.994725530609522 ,0.0169149056554012 -0.0404187009515695 -0.392117988981324 
E 621 619 :0.940503136971443 0.0411577352441847 0.33728310093517 -0.0483645584236859 0.998745292294064 0.0129888648051252 -0.336325316970573 -0.0285286163354192 0.941313656128832 ,-0.00153957511526492 -0.121568451959441 -0.730958362800621 
E 621 618 :0.851646527951079 0.0520565424165698 0.521524982930351 -0.0693170400545291 0.997501597271244 0.0136275969780111 -0.519512597909762 -0.0477564637818606 0.853127177377501 ,-0.120477717101995 -0.190934769047541 -1.06971209050285 
E 621 617 :0.833843185399446 0.0707813158518707 0.54744456111024 -0.0881179321319802 0.996095259182485 0.00542813696964956 -0.54492272130981 -0.0527658977034909 0.836824347064458 ,-0.278005807846421 -0.269155280590889 -1.3193786944609 
E 621 616 :0.840922183354149 0.0711190224269274 0.536462455528743 -0.0889567935002907 0.996007985254337 0.00740149983065121 -0.533794502063329 -0.0539460652748159 0.843891729790219 ,-0.34757949179075 -0.268801045156924 -1.42389976749643 
E 619 618 :0.979053958324509 0.0167773249825537 0.202908521397058 -0.0193572495239959 0.999754979553743 0.0107367475690231 -0.202678670757375 -0.014439606086211 0.979138832952763 ,0.00542463049578146 -0.0645103320640312 -0.359890325014094 
E 619 617 :0.9717652234562 0.0361408495097265 0.233165583819388 -0.038142381574965 0.999263987494186 0.00407946381386934 -0.232846535745995 -0.0128577717328548 0.972428490171465 ,-0.0549787327968456 -0.141993556425077 -0.649052467379216 
E 619 616 :0.974720912533479 0.0368596048004441 0.220364498510663 -0.0390063075912179 0.999224390854968 0.00539672943705706 -0.219994660476113 -0.013855910452676 0.975402667162402 ,-0.0852770502187088 -0.141521419125189 -0.770901007528867 
E 619 615 :0.971746310473771 0.0288536705773292 0.234257494596924 -0.0301561317851118 0.999543241130334 0.00197909737645886 -0.23409339118474 -0.00898748045235716 0.972172571819812 ,-0.124007608021726 -0.173541634499931 -0.959379321464263 
E 619 613 :0.910553465358072 0.0562798281091436 0.409542388126566 -0.0610439445652738 0.998134036144623 -0.00144316373153134 -0.408859417839821 -0.023686005101103 0.912289948210564 ,-0.234215227688273 -0.258266872836941 -1.45023866485418 
E 619 612 :0.896052271697466 0.0364082130735641 0.442453125660336 -0.0542748787569976 0.998139441656521 0.0277829542259583 -0.440618388088518 -0.048909068999506 0.896361165517492 ,-0.339656981043687 -0.332998359274438 -1.68899375623825 
E 619 610 :0.938599431584177 0.0357173789993412 0.343155031825672 -0.0430608343972995 0.998977119386948 0.0138014304462768 -0.342311074274363 -0.0277305567699693 0.939177376564384 ,-0.57852100285406 -0.42119418635484 -2.20263551278701 
E 619 611 :0.910488506274179 0.0386457594784207 0.411724647327496 -0.0562548937883091 0.997943348122815 0.0307320819713309 -0.409690208410551 -0.05114273371421 0.910789961473421 ,-0.452558515163016 -0.396204982630056 -1.90732370496045 
E 611 610 :0.99724787247903 -0.0123161511124955 -0.073109460795595 0.0108073387472203 0.999721112937737 -0.0209975659478563 0.0733476807080585 0.0201496592602932 0.997102857766661 ,0.0077047238315533 -0.0147026724843113 -0.321596861151352 
E 611 609 :0.999752520519874 -0.0064900767178192 -0.0212785483141263 0.00626455008361771 0.999923680997031 -0.01064836107568 0.0213460330368346 0.0105124252931962 0.999716877814937 ,0.0363850927548075 -0.0888476709828261 -0.57759384604036 
E 611 608 :0.999247965211873 0.00261545370234443 0.0386867344429833 -0.00153574194432027 0.999609189783178 -0.0279125276121419 -0.0387446191955925 0.0278321235795802 0.998861465559884 ,0.0497859865132053 -0.0907571389330677 -0.768076148902631 
E 611 607 :0.997906014127403 -0.00113566231269625 0.0646706829983333 0.00285343040698439 0.99964538713385 -0.0264756098499732 -0.0646176825897671 0.0266047035902869 0.99755538434896 ,0.0409923253627209 -0.112278325695341 -0.973104123869543 
E 611 606 :0.999839541675737 -0.00509411228461461 0.0171738441149159 0.00532019696774144 0.999899452517604 -0.0131445942964999 -0.0171051572888451 0.0132338533703106 0.999766112007752 ,0.0130501275414936 -0.200877558185925 -1.24170966918539 
E 611 605 :0.999291162837644 0.00586273254936609 -0.0371860221271948 -0.0066602320968857 0.999749691761841 -0.021358724927284 0.0370514936676678 0.021591252607442 0.999080079186767 ,-0.00737420999219474 -0.210592319580514 -1.43549879303714 
E 611 604 :0.995682232382073 -0.0108666008869364 -0.0921889858053303 0.0089374618310529 0.999732902621722 -0.0213130286811631 0.0923959625452857 0.020397068434205 0.995513408098867 ,-0.0100436558112822 -0.213836804627064 -1.63593780036227 
E 611 603 :0.998197633227976 -0.0518727354320875 -0.0301778782696758 0.0522679232084809 0.998555403909859 0.0124567060609963 0.0294881200068614 -0.0140115895318974 0.999466920982006 ,0.01746163450788 -0.300515874401844 -1.95748172111635 
E 611 602 :0.999709889174826 -0.0239119025024861 0.00289109058469396 0.0239292881587257 0.999694820203965 -0.00613641797613192 -0.00274347485389924 0.00620381947454337 0.999976992720159 ,0.0294858784666641 -0.303076400957951 -2.14609751918931 
E 611 600 :0.998224482757507 -0.013434703080313 0.0580292234710411 0.0119734340981184 0.999604227805712 0.025456327874302 -0.0583482553244415 -0.0247163206422352 0.997990272795534 ,0.0160923073680479 -0.415799721137808 -2.67320872342974 
E 611 601 :0.998580999273654 -0.00416711667688991 0.0530907056671073 0.00220985780672531 0.999317559909805 0.0368718182951079 -0.0532081236100681 -0.0367021742477824 0.997908736301763 ,0.0267737297339021 -0.33959536060664 -2.41703005478086 
E 616 615 :0.999857025961597 -0.00888701728852596 0.0143857067586119 0.00892901962265148 0.999956050870525 -0.00285813505686335 -0.0143596742236597 0.00298617667568532 0.999892435467462 ,0.00496172840668585 -0.0308114346170316 -0.192549894501052 
E 616 613 :0.979863492352769 0.0211343968309036 0.198546905351929 -0.021768837959525 0.999762517646224 0.00101291834554995 -0.198478346547239 -0.00531465711751007 0.980090863324211 ,0.00883131009507032 -0.112731865484409 -0.696078493272834 
E 616 612 :0.972451643248988 0.00731384661934618 0.232989933666609 -0.0150994811202225 0.999384947603318 0.0316501528244792 -0.232615148286267 -0.0342962702278472 0.971963969824096 ,-0.0385051273419368 -0.187983761689413 -0.952599770920441 
E 616 611 :0.979796141677097 0.00999387308814521 0.199748950573892 -0.0169743846205465 0.999302430696024 0.0332644295272301 -0.199277171350426 -0.0359829752204615 0.979282305810156 ,-0.098055733771842 -0.252277707120299 -1.19077998421767 
E 616 610 :0.991858747170972 0.00194864187756894 0.12732803483626 -0.0036880003141292 0.999903064183305 0.0134261271601313 -0.127289529475577 -0.0137864074968796 0.991769787125125 ,-0.154892247254702 -0.277798642541258 -1.50672042961879 
E 616 609 :0.983880117053839 0.00573400415871012 0.178737339306684 -0.00999994007124926 0.999686019819599 0.0229752687866524 -0.178549479037874 -0.0243922728247163 0.983628537895149 ,-0.178667457228599 -0.360894345040963 -1.76046113240996 
E 616 608 :0.971304755858492 0.0181120163039929 0.237147688397083 -0.019785107605477 0.999793317092718 0.00467681662875121 -0.237013967444359 -0.00923460676711055 0.971462351959221 ,-0.203605036309092 -0.369366238069636 -1.94959886503676 
E 616 607 :0.964865664933931 0.0141918732024269 0.262360132959658 -0.0162368709061538 0.999852332653491 0.00562822445805991 -0.262241515887131 -0.00969038814391071 0.964953617394557 ,-0.253390234422692 -0.397543283950446 -2.14785236086808 
E 616 606 :0.976275357385536 0.00764512499039982 0.216397732487253 -0.0122241684767762 0.999728639356495 0.0198297089101695 -0.216187410056171 -0.0220045384930434 0.976103889972227 ,-0.335307017318296 -0.494541420955909 -2.40213671250798 
E 616 605 :0.986436061223341 0.0200484843208461 0.162917019966045 -0.0223854418693501 0.999671001488753 0.01252121299186 -0.162612389166674 -0.0159983455054066 0.986560319408092 ,-0.394124966644595 -0.510348999723748 -2.58749130232551 
E 617 616 :0.999912673417982 0.000932384848920947 -0.0131824199825855 -0.000921715520320556 0.999999242771017 0.000815412712668993 0.013183170278934 -0.000803191064370529 0.999912775648712 ,-0.00108884918129881 0.000943483585816196 -0.125551590730707 
E 617 615 :0.999967332404054 -0.0079932623793444 0.00120078360044523 0.00799572006149691 0.999965919943009 -0.00205606741860889 -0.00118430799132513 0.00206560138135282 0.99999716534874 ,0.00638199139670803 -0.0300295086337838 -0.317994531412692 
E 617 613 :0.982374052210081 0.0221347747024242 0.185610541977599 -0.0228338186311912 0.999737947056521 0.00162909236388958 -0.185525842596289 -0.0058385755184923 0.9826220396291 ,0.0168125792614457 -0.112364027742767 -0.821362399116723 
E 617 612 :0.975419074422404 0.0086971271474842 0.220186260316854 -0.0161854708078736 0.999349483939388 0.0322279301973783 -0.219762735211565 -0.0349995561323299 0.974925315746222 ,-0.0272083169577293 -0.187781406946656 -1.07842490452682 
E 617 611 :0.982321708135614 0.0113990774948173 0.186853211794172 -0.0180399582164483 0.999263121511893 0.0338788118719777 -0.186329336480006 -0.0366507164810623 0.9818034952822 ,-0.0836738781340856 -0.25221463014794 -1.31731776817177 
E 617 610 :0.993446676938054 0.0030625043904433 0.114255508171803 -0.00470600262322574 0.999889269322328 0.0141174584600611 -0.11419962180344 -0.0145626289151332 0.99335108406798 ,-0.136364363971246 -0.277940781002736 -1.63395944312051 
E 617 609 :0.986138588593838 0.00698714471098878 0.165776548084889 -0.0110523815880761 0.999660087938393 0.0236125696237568 -0.165555214195704 -0.0251174917496335 0.985880612782715 ,-0.15687005840047 -0.361221409994713 -1.88792470445926 
E 617 608 :0.97432590546009 0.0191643612492034 0.224325114972191 -0.0208736234941903 0.999768335877956 0.00525037313399309 -0.224172526843946 -0.00979805254800161 0.974500218765838 ,-0.179320065806081 -0.369824536566175 -2.0773678914726 
E 617 607 :0.968223245300173 0.0152506238070794 0.24962204576899 -0.0173400253353626 0.999830593000849 0.0061732342365025 -0.24948561237428 -0.0103055214843639 0.968323667708874 ,-0.226513727354096 -0.398117331741556 -2.27623778996399 
E 626 625 :0.995268411156122 -0.0115805659838626 -0.096471136855855 0.0129089211737361 0.999830115928866 0.0131567106755796 0.0963023857902698 -0.0143397968313379 0.995248823519997 ,0.0449952031140946 -0.0929684471866423 -0.606909943276527 
E 626 623 :0.993861755120117 0.0455637392801865 0.100810502292015 -0.0464299373162497 0.998901923936402 0.00626157144522072 -0.100414504083674 -0.010903761688595 0.994885940874967 ,0.0829321444430953 -0.239506461461676 -1.65654545203473 
E 626 622 :0.929758782653182 0.100565875493397 0.354168195587238 -0.111050218348748 0.993770838187172 0.00934720137055848 -0.351022015098725 -0.0480210980196493 0.935135027181111 ,0.073328789941062 -0.304614803651976 -1.99515784967917 
E 626 621 :0.763538517315744 0.16409818227984 0.624564423536698 -0.173336952666717 0.98376106577559 -0.0465667940091514 -0.622063689195481 -0.0727045530660008 0.779583744409785 ,-0.0833649844980631 -0.409388166492004 -2.43303951963588 
E 623 622 :0.964455451811513 0.0586298745425079 0.257659114494675 -0.0647375295957611 0.997785370157352 0.0152776752745024 -0.25619276674584 -0.0314148517597165 0.966115093224418 ,0.0274801654722818 -0.0617822641302297 -0.338256513349762 
E 623 621 :0.829363971627168 0.124715534475282 0.544611272402027 -0.131574111352586 0.990950501211021 -0.0265585649349323 -0.542995078972718 -0.0496300273037445 0.838267978990753 ,-0.079417492803076 -0.168805574756783 -0.790351254560765 
E 623 620 :0.764150538822905 0.15657756746689 0.625745490900906 -0.163612289417475 0.985415182090446 -0.0467753958532113 -0.623943084558389 -0.0666362084140731 0.778623556643362 ,-0.283981596271829 -0.200669979330746 -1.12622993801042 
E 623 619 :0.590821046436616 0.143156789656121 0.794000393364446 -0.162740430112114 0.98504953465036 -0.0565063420514247 -0.790218984519143 -0.0958308293841895 0.605285394376134 ,-0.493943999434494 -0.269658119786619 -1.39622081677071 
E 618 617 :0.999341946539938 0.0186468355071568 0.0311122067898947 -0.0184672026962306 0.999811155322381 -0.00605112530877491 -0.0312191657534993 0.00547258791571217 0.999497581023166 ,0.000968708828038345 -0.0743022588120388 -0.296218157563422 
E 618 616 :0.999647647865652 0.0195536036305911 0.0179509526690599 -0.0194669044931148 0.999798039906178 -0.0049918963551318 -0.0180449368556679 0.00464068796862761 0.999826407067273 ,-0.00400801790267735 -0.0725791169913124 -0.421667512532431 
E 618 615 :0.999421548882635 0.0107224630538837 0.0322737728673342 -0.0104652229087355 0.999912195684994 -0.00812896241130871 -0.0323581015899366 0.00778650797675632 0.999446008324123 ,-0.00310696639399666 -0.102519729304591 -0.614416502062317 
E 618 613 :0.975529700726208 0.0405805069174795 0.21609031782881 -0.0398485672101878 0.999175714447228 -0.00774489187574978 -0.216226489340069 -0.00105551749976518 0.976342660744923 ,-0.00987940583947733 -0.181985381714307 -1.11830768534306 
E 618 612 :0.967638085051094 0.0262371959861085 0.250974392927721 -0.0328658641800207 0.999211937198265 0.0222562245718161 -0.250192668418465 -0.0297844608357649 0.967737833590467 ,-0.0632754112462237 -0.255020058501759 -1.37427947025459 
E 618 611 :0.975541782955673 0.028884386677474 0.217908058396043 -0.0350497833996612 0.999085684993291 0.0244807419234813 -0.217001710572299 -0.0315196168719326 0.975662221960522 ,-0.128337774953255 -0.316952782214893 -1.61164211835635 
E 618 610 :0.989152181609219 0.0212521843070453 0.145348912207492 -0.0223602588488419 0.999732009958662 0.00599392093929715 -0.145182576233978 -0.00917893927385609 0.989362303017389 ,-0.191324720206424 -0.339784990487811 -1.92662054213004 
E 618 609 :0.980132776682875 0.0248415834217348 0.196780679450544 -0.0282597202601561 0.99949426352373 0.0145809942724535 -0.19631894529753 -0.0198522773569327 0.980339103984437 ,-0.221271260710445 -0.421134433940366 -2.18027379639259 
E 618 608 :0.966321017891257 0.037489426742342 0.254594252221326 -0.0375062595590933 0.99928491204889 -0.00479009867625591 -0.254591772992553 -0.00492010507742716 0.967036101544578 ,-0.249760911506325 -0.428175002556361 -2.3689680144179 
E 618 607 :0.95950071808008 0.0335636371685257 0.279699578590727 -0.0337074569868155 0.999422503955625 -0.00429720031534936 -0.279682282862702 -0.00530479472626569 0.960077955066993 ,-0.303638369605888 -0.45438753319826 -2.56641948496496 
