V 0 :0.997805019101527 0.0130518763962059 -0.0649216793587203 -0.0652564338555209 0.0271070328334701 -0.99750028921355 -0.0112594192369749 0.999547401706243 0.0278991636540438 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997484070298509 0.0430428002758951 0.0563277431863894 -0.0427189201595654 -0.999062993589211 0.00694204884002845 0.0565737672150135 0.00451832264661789 0.998388171195984 ,0.0113005227100032 -0.000705272080968371 0.0535879808898193 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.0403216022653402 -0.122530121866148 0.0408874962571506 ,19.3054904937744
E 434 429 :0.997557085199283 -0.0169916826654201 -0.0677579846874723 0.0208859304464742 0.998145104263118 0.0571850395204352 0.066660630645795 -0.0584605298963869 0.996061607916969 ,0.0116048024370556 -0.738997176643323 -3.21266316882295 
E 434 428 :0.998197353575657 -0.00130729641788156 -0.0600027856905885 0.00310881293619502 0.99954685248041 0.0299403570224738 0.0599364546555987 -0.0300729225813064 0.997749087060838 ,0.0588237603226318 -0.877836501440228 -3.84778634311003 
E 434 427 :0.999183082530291 -0.0127361070985908 0.0383530854200731 0.0113044302999872 0.999239532537181 0.0373171069412921 -0.0387991938171263 -0.0368530621637921 0.998567210741617 ,0.0679695511010152 -1.0281425302371 -4.48533057598842 
E 434 425 :0.998801034289007 0.0046709662564857 0.0487306472093286 -0.006678494473909 0.999132088494858 0.0411152946172775 -0.0484963051661799 -0.0413914461469316 0.997965358402332 ,0.0237410691896187 -1.30446380103457 -5.78405901332782 
E 434 424 :0.99999568880598 0.00167358014717144 0.00241277826256625 -0.00180992593478723 0.998334530150258 0.0576618598188918 -0.00231225810927395 -0.0576659781773789 0.998333255192514 ,-0.0286856957295072 -1.43683499392452 -6.43379959654796 
E 434 422 :0.999741083820269 0.0225359522700073 -0.00314581899629619 -0.0223400649646221 0.998373374102974 0.0524550033802262 0.0043228253781493 -0.052371144130399 0.998618333720758 ,-0.264437675108461 -1.71301184017932 -7.69225304635168 
E 435 434 :0.999475754648123 -0.00227762849930392 0.0322959483369612 0.00244574343480402 0.999983660600955 -0.00516690140857319 -0.0322836523586725 0.00524318028814203 0.999464994309881 ,0.0122685599728953 -0.134713319182097 -0.648428728819205 
E 435 433 :0.999938400580872 -0.00173350100683797 -0.0109631208160486 0.00198952492420455 0.999724540420364 0.0233855740119401 0.0109195620033019 -0.0234059448762756 0.999666406812845 ,-0.0633028081650266 -0.286221726372773 -1.29589773306106 
E 435 432 :0.994968540247618 -0.0383138440211914 -0.0925724217779943 0.0372339230096645 0.999217193814419 -0.0133654241589068 0.0930120362901138 0.00985134213987771 0.995616247438344 ,-0.0928903201782489 -0.435181240377162 -1.935315365921 
E 435 431 :0.99366907503577 -0.0341691033491842 -0.107024491093725 0.0345410258818753 0.999401963187521 0.00162280866297748 0.106905036591293 -0.00530927049996375 0.994255060232621 ,-0.13218426846381 -0.597221542958948 -2.57094140689081 
E 435 430 :0.989673090599614 -0.0303452668498987 -0.140094034572558 0.0303257191845921 0.999537481099979 -0.00227478180177653 0.140098267294588 -0.00199716201567999 0.990135590131441 ,-0.0990251326259326 -0.733794685889805 -3.20932693788171 
E 435 429 :0.999139418427162 -0.0211442168439578 -0.035683954924976 0.0229809289685106 0.998389297669897 0.0518718343800781 0.0345296893814048 -0.0526472448687077 0.99801601598319 ,-0.0782055640477424 -0.857070524834029 -3.86362244540353 
E 435 428 :0.999602677174905 -0.00455444102543744 -0.0278162695505574 0.00524041101222168 0.999682706999937 0.024637845232523 0.0276952320298357 -0.0247738247395226 0.999309377385497 ,-0.051207041302753 -0.992510476799723 -4.50065818521054 
E 435 427 :0.997380461391947 -0.0161955312822822 0.0704976595361251 0.0139484626658408 0.9993824724522 0.0322508006813253 -0.0709764441406192 -0.0311829844917312 0.996990454244845 ,-0.0623137994754401 -1.13949755323377 -5.13894466943405 
E 435 425 :0.996726394452497 0.00105608979845851 0.0808416926842963 -0.00398499865156112 0.99934105278342 0.0360774168625216 -0.0807503212840152 -0.0362814676668777 0.996073812885604 ,-0.147833404125493 -1.40921207883474 -6.43699922497542 
E 435 424 :0.999400891484679 -0.00246350984916839 0.0345223003122982 0.00064778373872652 0.998620265535518 0.0525085291928701 -0.0346040239835962 -0.0524547079011379 0.998023579452484 ,-0.2209151804635 -1.53835218574041 -7.08539371186276 
E 436 435 :0.999945095499762 -0.000417969613075697 -0.0104704960424477 0.000567590547385417 0.999897719175004 0.014290872247562 0.0104634519611306 -0.0142960305689434 0.999843057526044 ,-0.0248606040027539 -0.16789630467629 -0.635872659617721 
E 436 434 :0.999757882539134 -0.00275036492940987 0.0218314404843539 0.00255142472128467 0.999955018306428 0.00913518449095315 -0.0218555835602353 -0.00907727142632662 0.999719929085489 ,-0.00574704111618729 -0.311855493875498 -1.28214538521107 
E 436 433 :0.999768334671015 -0.00190618845597635 -0.0214392965070022 0.0027129270836797 0.999286812482755 0.0376630644623338 0.0213522133696601 -0.0377125024842634 0.99906048372488 ,-0.0744716124890417 -0.472644195079397 -1.92813754262509 
E 436 432 :0.993924467190894 -0.0388325312814987 -0.102986348772876 0.0391240725597992 0.999234030751773 0.000811624235891222 0.1028759469732 -0.0048359385682762 0.994682438385504 ,-0.0973002196699468 -0.63074310267794 -2.56563488144471 
E 436 431 :0.992480732270033 -0.0345293562677439 -0.117429636925586 0.0366292563920187 0.999204475363707 0.0157706686385615 0.11679166772038 -0.0199534450377565 0.992955974040248 ,-0.1298689626719 -0.801872785066266 -3.19925578291227 
E 436 429 :0.998713412870721 -0.0210091095507015 -0.0461533993114611 0.0240391399292535 0.997522805280646 0.0661087943959914 0.0446501814506764 -0.0671332276962483 0.996744446202488 ,-0.0622496012533063 -1.08013809114894 -4.48745433229598 
E 436 430 :0.9881391795108 -0.0307404657754364 -0.150452602767891 0.0328864729762531 0.999389482707952 0.0117958360413472 0.149998139358146 -0.0166037832026739 0.988546848951759 ,-0.0899703508203018 -0.947536224439375 -3.83524171124744 
E 436 428 :0.999255621339551 -0.00471263372648082 -0.0382883050639138 0.0062030290721706 0.999223834005819 0.0389005396497327 0.0380752629884167 -0.0391090863875731 0.998509265710786 ,-0.028525870871853 -1.22465266247301 -5.12217134269868 
E 440 439 :0.998539501774512 -0.0107552684540616 -0.0529451376085692 0.00932878867817616 0.999588752790287 -0.0271163971972003 0.0532150081998226 0.0265828797469249 0.998229188817204 ,0.0245784696577402 -0.112927763007932 -0.639716705961128 
E 440 438 :0.999805745027771 0.0197071020487294 0.000319903585764964 -0.019662968439516 0.998420908162276 -0.0526218378295786 -0.00135642235672302 0.0526053255218218 0.998614460062107 ,0.0537520200120554 -0.182853715860787 -1.14961887669689 
E 440 437 :0.996987862960058 0.0106956919327598 -0.0768166862368843 -0.0162840892798894 0.997235748726802 -0.0724961371220516 0.0758289492651786 0.0735286585990402 0.994406107592851 ,0.0456564154456771 -0.257209798419751 -1.59070954835854 
E 440 436 :0.999279777470725 0.0179276370552473 -0.0334443742305531 -0.0199250198011402 0.997976696820304 -0.0603780273738671 0.032294270760959 0.0610009215770598 0.997615140042876 ,0.0788866645192172 -0.355033750862091 -2.23976922387181 
E 440 435 :0.998885144468143 0.0179862566161543 -0.0436458787721695 -0.0199892462771938 0.998746117118272 -0.0458979691756022 0.0427656193001664 0.0467192477905272 0.997992191197787 ,0.072300344861624 -0.483702265535541 -2.88517010063737 
E 440 433 :0.998382803949858 0.017271306758435 -0.0541615983892293 -0.0185021703785141 0.999579939647692 -0.0223072621628151 0.0537535716813736 0.0232732940679261 0.998282979577797 ,0.0604806481211426 -0.708820653756021 -4.19454516637528 
E 440 434 :0.999814521720302 0.0154820302477214 -0.01145551817302 -0.0160543361679333 0.998534674956673 -0.0516794078853367 0.0106386299592917 0.0518537332173938 0.998598022181102 ,0.110433480524598 -0.58873034745163 -3.53806594092165 
E 441 440 :0.999781491024439 0.011674709685655 0.0173398777015438 -0.0118451647865186 0.999882207589596 0.00976027750300872 -0.0172238867892541 -0.00996353850352322 0.999802013212796 ,-0.0468839075487182 -0.119188815280751 -0.635042821550833 
E 441 439 :0.999352964564531 0.00137793404626936 -0.035940972633586 -0.00198078187934049 0.999857863032004 -0.0167430653173355 0.0359127932529694 0.0168034231880953 0.99921364895098 ,-0.0347218168007473 -0.238638224852068 -1.27393104872063 
E 441 438 :0.999334198852799 0.0322712400279306 0.0170213416126443 -0.0315167551540428 0.998583310460903 -0.0428726744384267 -0.018380782023482 0.042307672306603 0.9989355373177 ,-0.0152126476084078 -0.313878293155497 -1.78353803756871 
E 441 437 :0.997894764855133 0.0236107706302809 -0.0604033921643719 -0.0273515450770931 0.99770924980312 -0.0618720117596921 0.058804177203787 0.0633938827296451 0.996254628283275 ,-0.0318230271916704 -0.392434890721546 -2.22366109163733 
E 441 436 :0.999388785754048 0.030632556433894 -0.0168434377540323 -0.0314441053726228 0.998242172847038 -0.0502377605685231 0.0152749188660713 0.0507366813651539 0.998595246342424 ,-0.0109967208652861 -0.496975940569939 -2.87218994324203 
E 441 435 :0.999175061059897 0.0304525034676741 -0.0268671246787326 -0.0314014465227658 0.998871415055412 -0.0356348893849455 0.0257516312537506 0.0364491593558853 0.999003659788101 ,-0.0302749411789947 -0.631850574685132 -3.51606760343726 
E 443 442 :0.999460872443617 0.00742435086523246 -0.0319819240896098 -0.00728086345815418 0.999962910875994 0.00460064122848444 0.0320148946827466 -0.00436530487359563 0.999477859000295 ,-0.0154539921252805 -0.119292562399139 -0.373877356515294 
E 443 441 :0.997839966065575 -0.0190867440134901 -0.0628577626488249 0.0216271499141637 0.998966163393404 0.0399858822792982 0.0620295776935713 -0.0412589456727521 0.997221154455284 ,0.00120579660313069 -0.251751019339878 -1.01059188534062 
E 443 440 :0.998930669692583 -0.00680871808494928 -0.0457291865832581 0.00910079305669313 0.998702582579995 0.0501031647083122 0.0453287184163196 -0.0504657597395373 0.997696604374619 ,-0.00338454275888722 -0.397223325662253 -1.6418606051075 
E 443 439 :0.994974737090929 -0.0187652990060417 -0.098352102692575 0.0210704270306107 0.999525873859487 0.0224513828121107 0.0978841644781457 -0.0244108795138986 0.994898386422339 ,0.0511902623059584 -0.541832722142672 -2.27329069452053 
E 443 438 :0.998932530142938 0.010482463407381 -0.0449879782068609 -0.0106063932320959 0.999940583030176 -0.00251690919157963 0.0449589217490168 0.00299138265446359 0.998984357727878 ,0.104126134103289 -0.636950161847182 -2.77716709284141 
E 443 437 :0.992565031225886 0.000531951879610774 -0.121714320499909 -0.00339031146326281 0.999723275465999 -0.023278279139933 0.121668256236945 0.0235178553174466 0.992292167612709 ,0.116716173640818 -0.733383488524751 -3.21385628536176 
E 442 441 :0.99913040911457 -0.0276706908592485 -0.0311890758106849 0.0287638837797281 0.998967513805685 0.0351645467878473 0.0301838462171248 -0.0360310869702859 0.998894737296819 ,-0.00276912966722165 -0.129550403019962 -0.637524280001248 
E 442 440 :0.999777051156232 -0.0156921204396231 -0.0141281753053155 0.0163189936226738 0.998835289690999 0.0454065470504012 0.0133991950688277 -0.0456269813159443 0.998868680131428 ,-0.026507831831367 -0.272295713773019 -1.26898584649275 
E 442 439 :0.99741865910692 -0.0268141052634576 -0.0666109767551413 0.0280293928768908 0.999456043087803 0.0173773148162846 0.0661087861052271 -0.0191995232803206 0.997627689424016 ,0.00887526391066729 -0.413738179469732 -1.90249694359193 
E 442 438 :0.999910556934722 0.00329214997182783 -0.0129630196735739 -0.00338583365600892 0.999968263298881 -0.00721169366198289 0.0129388662930068 0.0072549392542902 0.999889969744406 ,0.0463435837863955 -0.506259502768856 -2.40824083963454 
E 442 437 :0.995949792870554 -0.00599426191376059 -0.0897110857431273 0.00344784629688777 0.999587483394427 -0.0285127234249764 0.0898449911626382 0.0280879309545114 0.995559614336419 ,0.0456483950633881 -0.60068949848754 -2.84554832765063 
E 442 436 :0.99891339589155 0.00140143787302618 -0.0465839401542928 -0.00212820128459306 0.999876745283856 -0.0155552241981808 0.0465563987836575 0.015637461828937 0.998793257646369 ,0.0895763296141894 -0.72732878883599 -3.48896503881725 
E 446 445 :0.99999933500308 0.000477031784390678 -0.00104996860649622 -0.000457527527571217 0.999828782708128 0.0184985387786134 0.00105861322467704 -0.0184980460876016 0.99982833608024 ,-0.00453593612830616 -0.0728232858128166 -0.253480865484455 
E 446 444 :0.999811262538694 -0.0132521335293492 -0.014206345684307 0.013091755709755 0.999850182694908 -0.0113233430308943 0.0143542757817254 0.0111352198846499 0.99983496720454 ,-0.0101395610710711 -0.129501038086104 -0.574535573265706 
E 446 443 :0.997987259479397 -0.0120383323314956 0.0622616131454908 0.0114302339973131 0.999883523496015 0.0101138119401683 -0.0623761145597331 -0.00938179065375544 0.998008618367878 ,-0.0383876987216354 -0.255441356274176 -1.21592068799444 
E 446 442 :0.999530165488493 -0.00490026919018984 0.0302561669814455 0.00446784885866214 0.999887150887135 0.0143430755901405 -0.0303230375312499 -0.0142011567371115 0.999439263058144 ,-0.0756527097951221 -0.378677991911346 -1.58697037417911 
E 446 441 :0.999433279884683 -0.0336430625275242 -0.00112401188315879 0.0336575306468717 0.998214356139387 0.0493484531468162 -0.00053822829661457 -0.049358317850163 0.99878099039244 ,-0.0970747476516252 -0.51737020627472 -2.22221343676376 
E 444 443 :0.997053179778243 0.000919501770235611 0.0767079605424954 -0.00249151062392406 0.999788788926805 0.0204002429172645 -0.0766730009123509 -0.0205312457675383 0.996844882054539 ,-0.0390982048676065 -0.132689066340134 -0.639451896917606 
E 444 442 :0.998964743445103 0.00798708667069021 0.0447844593600742 -0.00911638141256055 0.999644156507547 0.0250689439397892 -0.0445682952736581 -0.0254512633641329 0.998682081670423 ,-0.0832957160899852 -0.259545117937748 -1.00851549740679 
E 444 441 :0.999677559676313 -0.0212768372313084 0.0138590359348807 0.020401871597196 0.997961032989199 0.0604776013947477 -0.015117549898824 -0.0601753507057737 0.998073337411883 ,-0.115647889503506 -0.405006237283246 -1.64177893565902 
E 444 440 :0.999472442334047 -0.00974147073103898 0.0309829108188834 0.00753474135914364 0.997479095771478 0.0705597702062914 -0.0315921618042416 -0.0702890976390375 0.997026267490293 ,-0.168781800051427 -0.563314416593713 -2.26771724539218 
E 444 439 :0.999570594337011 -0.0196634440156131 -0.0217250064717914 0.0205838473282144 0.99886352899691 0.0429878549012062 0.0208550273536931 -0.0434165798892916 0.99883936067057 ,-0.162936500105836 -0.720910570884229 -2.8983705014179 
E 444 438 :0.999427810161146 0.0116004834710909 0.0317723316697579 -0.0121758311308546 0.999764292270368 0.0179752340013591 -0.0315563212806732 -0.018351803300157 0.999333482828862 ,-0.148895412340863 -0.826419011945205 -3.40276298288739 
E 450 449 :0.999736721587144 -0.00146844580487356 0.0228982789114778 0.000935241835384972 0.999728567280644 0.0232791126484796 -0.0229262476846741 -0.0232515683322525 0.999466733682113 ,-0.00749166199950935 -0.0695735260549313 -0.190104074760651 
E 450 447 :0.986042210512414 0.0239793752705188 0.164759669365495 -0.0264079958117064 0.999572272093814 0.0125654533710084 -0.164387885335266 -0.0167410400765819 0.986253699984012 ,-0.0424348547201987 -0.144465124445745 -0.635802196549061 
E 450 446 :0.983809797337052 0.0328081487242938 0.176187139260827 -0.0375435131872603 0.999016038015486 0.0236101758866437 -0.175239171651739 -0.0298426065403956 0.98407349906076 ,-0.06458919195817 -0.195894466314073 -0.763015821303647 
E 450 445 :0.983980646511036 0.0300127221229533 0.175730827695354 -0.0379755715143865 0.998390337624145 0.0421258793012152 -0.174183648084083 -0.0481245285640829 0.9835365201611 ,-0.116100956099928 -0.274460529622203 -1.00949151319059 
E 450 444 :0.986582670628026 0.0217275372305909 0.161810222613919 -0.0241186464241349 0.999626804274859 0.0128274342680431 -0.161471127174923 -0.016557967904507 0.986738520980981 ,-0.180039059855375 -0.338452291494917 -1.3227595564129 
E 450 443 :0.971214779127838 0.0193079471980744 0.237421683884733 -0.0275216717912777 0.999130131681127 0.0313294996555647 -0.236610249958616 -0.036961914748173 0.970901337146401 ,-0.324965531650534 -0.478351370238983 -1.94522108290365 
E 450 442 :0.978151622155007 0.0254814523352116 0.206325227886501 -0.0337783535333793 0.998751981454464 0.0367899765337753 -0.205130268142228 -0.0429555017159622 0.977791592295734 ,-0.43104456324528 -0.608828234630451 -2.300153253812 
E 451 450 :0.999998874971571 -0.00139932631809607 0.00054031606241342 0.00140031771888928 0.999997328856685 -0.00183885556291846 -0.000537741460167413 0.00183961010830968 0.999998163332699 ,-0.00297492229578467 -0.037770939437614 -0.125678447552271 
E 451 449 :0.999721900726522 -0.00287995384382473 0.0234057060053284 0.00237734644077451 0.999766596847459 0.0214732403691421 -0.0234620849808998 -0.0214116252047306 0.999495409131248 ,-0.010471936086013 -0.107005196423316 -0.315906132739535 
E 451 447 :0.98598923317553 0.022571575053005 0.165274789552299 -0.0247248673157865 0.999633965191775 0.0109825575885878 -0.164966399603516 -0.0149150807774029 0.986186405993946 ,-0.0455511095641796 -0.181125951869234 -0.761722416866728 
E 451 446 :0.98376654160993 0.0313940379403407 0.176685613422932 -0.0358435270862952 0.999114187575506 0.022047261765359 -0.17583695053899 -0.0280223940293596 0.984020382033834 ,-0.0677021910111009 -0.232352251991855 -0.889018504603722 
E 451 445 :0.98393856549863 0.0285896120268384 0.176203102721411 -0.0362772859715904 0.998518192184113 0.0405632641672995 -0.17478231560153 -0.0463039303032208 0.983517711173236 ,-0.119237132415883 -0.310537005077677 -1.13561057470978 
E 451 444 :0.986528065107543 0.0203197621549783 0.162325241478742 -0.0224401307244882 0.999685007295167 0.0112395161074996 -0.162045725917824 -0.0147306977169437 0.986673294082969 ,-0.183254882638202 -0.374042074994833 -1.44896138028564 
